,法國,德國,印度,義大利,日本,南韓,西班牙,台灣,美國,英國
2020-09-25,873678.0,809538.0,328660.0,438891.0,699714.0,19617.0,395557.0,509.0,1600827.0,507094.0
2020-09-26,873678.0,815896.0,328660.0,438891.0,699714.0,19617.0,395557.0,509.0,1632602.0,507094.0
2020-09-27,891015.0,826030.0,328660.0,441643.0,699714.0,19617.0,395557.0,512.0,1642254.0,507094.0
2020-09-28,891015.0,826030.0,336102.0,443406.0,699714.0,19617.0,405918.0,512.0,1643415.0,507094.0
2020-09-29,897503.0,832582.0,336102.0,452923.0,699714.0,19617.0,405918.0,518.0,1683523.0,522480.0
2020-09-30,912601.0,840068.0,336102.0,452923.0,699714.0,19617.0,406269.0,518.0,1687884.0,522480.0
2020-10-01,912601.0,854693.0,343183.0,452923.0,699714.0,19617.0,410808.0,520.0,1687884.0,522480.0
2020-10-02,912601.0,860432.0,343183.0,461891.0,699714.0,19617.0,410808.0,520.0,1715344.0,522480.0
2020-10-03,932225.0,880411.0,346314.0,463999.0,699714.0,19617.0,411403.0,520.0,1740552.0,540135.0
2020-10-04,939084.0,880411.0,346314.0,469841.0,699714.0,19617.0,411403.0,520.0,1761132.0,540135.0
2020-10-05,939084.0,880411.0,346314.0,474029.0,699714.0,19617.0,414759.0,520.0,1761132.0,545383.0
2020-10-06,955944.0,897612.0,346314.0,475180.0,699714.0,20027.0,418553.0,520.0,1787639.0,545383.0
2020-10-07,960100.0,899198.0,346314.0,478825.0,699714.0,20027.0,433166.0,534.0,1787639.0,545383.0
2020-10-08,960100.0,915723.0,366069.0,486197.0,699714.0,20027.0,434609.0,534.0,1808623.0,546982.0
2020-10-09,977047.0,923658.0,366069.0,486197.0,699714.0,21001.0,439764.0,534.0,1828060.0,556998.0
2020-10-10,977047.0,923658.0,366069.0,486197.0,699714.0,21001.0,440585.0,534.0,1832168.0,565094.0
2020-10-11,994507.0,923658.0,366069.0,489889.0,699714.0,21001.0,440585.0,534.0,1859137.0,565094.0
2020-10-12,998572.0,925556.0,366136.0,489889.0,699714.0,21001.0,441942.0,541.0,1859137.0,571412.0
2020-10-13,1004356.0,938689.0,366136.0,498622.0,699714.0,21001.0,448422.0,541.0,1859137.0,573698.0
2020-10-14,1004356.0,941750.0,367813.0,498622.0,699714.0,21001.0,454892.0,541.0,1879190.0,573698.0
2020-10-15,1013575.0,961572.0,375731.0,500006.0,699714.0,21001.0,454892.0,550.0,1895520.0,582733.0
2020-10-16,1013575.0,961977.0,375731.0,509364.0,699714.0,21001.0,454892.0,553.0,1928746.0,582733.0
2020-10-17,1019477.0,961977.0,375731.0,516636.0,699714.0,21001.0,454892.0,556.0,1928746.0,590498.0
2020-10-18,1050981.0,962777.0,382725.0,516636.0,699714.0,21001.0,469332.0,556.0,1942717.0,590498.0
2020-10-19,1050981.0,982851.0,382725.0,525313.0,699714.0,21001.0,469332.0,559.0,1942717.0,590498.0
2020-10-20,1050981.0,1003959.0,382725.0,525313.0,699714.0,21001.0,473389.0,559.0,1989459.0,599565.0
2020-10-21,1056376.0,1007364.0,382725.0,525313.0,699714.0,21001.0,473389.0,559.0,1989459.0,599565.0
2020-10-22,1066125.0,1007364.0,400827.0,535017.0,699714.0,21001.0,473389.0,559.0,1989459.0,605126.0
2020-10-23,1086380.0,1015011.0,400827.0,542605.0,699714.0,21001.0,484597.0,559.0,1997646.0,624974.0
2020-10-24,1098086.0,1017865.0,408253.0,542605.0,699714.0,21001.0,484597.0,559.0,2049249.0,624974.0
2020-10-25,1101214.0,1030438.0,408253.0,551936.0,699714.0,21001.0,484597.0,561.0,2049249.0,629136.0
2020-10-26,1111356.0,1034413.0,408253.0,551936.0,699714.0,21001.0,496341.0,561.0,2049249.0,635708.0
2020-10-27,1123569.0,1045908.0,408253.0,551936.0,699714.0,21001.0,496341.0,561.0,2069810.0,635708.0
2020-10-28,1123569.0,1045908.0,410252.0,559775.0,699714.0,21001.0,500145.0,568.0,2102872.0,635708.0
2020-10-29,1123569.0,1051197.0,410252.0,559775.0,699714.0,21607.0,500145.0,580.0,2102872.0,635708.0
2020-10-30,1126881.0,1059245.0,423128.0,559775.0,699714.0,21607.0,511233.0,580.0,2104092.0,648481.0
2020-10-31,1132851.0,1074350.0,423128.0,573515.0,699714.0,21607.0,512297.0,580.0,2161787.0,648481.0
2020-11-01,1136800.0,1080362.0,423128.0,573515.0,699714.0,21607.0,512297.0,580.0,2161787.0,654537.0
2020-11-02,1162744.0,1093180.0,423128.0,573515.0,699714.0,21607.0,514920.0,580.0,2170927.0,657983.0
2020-11-03,1175418.0,1105771.0,423426.0,584924.0,699714.0,21607.0,514920.0,580.0,2170927.0,657983.0
2020-11-04,1179308.0,1111575.0,427853.0,587575.0,699714.0,21607.0,523738.0,580.0,2175800.0,657983.0
2020-11-05,1182439.0,1111575.0,427853.0,595529.0,699714.0,21607.0,529793.0,580.0,2232542.0,671037.0
2020-11-06,1207055.0,1131500.0,429599.0,595529.0,699714.0,21607.0,529793.0,582.0,2232542.0,674575.0
2020-11-07,1207055.0,1131500.0,446433.0,595529.0,699714.0,21607.0,535759.0,593.0,2248582.0,678600.0
2020-11-08,1218817.0,1135836.0,447523.0,596590.0,699714.0,21607.0,535759.0,593.0,2248582.0,683431.0
2020-11-09,1221439.0,1151139.0,447710.0,603051.0,699714.0,21859.0,545585.0,593.0,2262571.0,699375.0
2020-11-10,1241552.0,1164434.0,457488.0,603051.0,699714.0,21859.0,545585.0,605.0,2314127.0,699375.0
2020-11-11,1241552.0,1164487.0,457488.0,604337.0,699714.0,21859.0,545585.0,605.0,2314127.0,699375.0
2020-11-12,1241552.0,1164487.0,457488.0,617291.0,699714.0,21859.0,545585.0,605.0,2314127.0,711109.0
2020-11-13,1261717.0,1181016.0,457488.0,617291.0,699714.0,21859.0,558541.0,605.0,2314127.0,711109.0
2020-11-14,1261717.0,1193959.0,461195.0,617291.0,699714.0,21859.0,563154.0,605.0,2353378.0,711109.0
2020-11-15,1279414.0,1196458.0,461195.0,619911.0,699714.0,21859.0,563154.0,605.0,2387623.0,726924.0
2020-11-16,1279414.0,1206504.0,461195.0,626671.0,699714.0,22702.0,563154.0,615.0,2387623.0,726924.0
2020-11-17,1292738.0,1213965.0,461195.0,640675.0,699714.0,22702.0,570043.0,615.0,2387650.0,726924.0
2020-11-18,1292738.0,1213965.0,461195.0,641992.0,699714.0,22702.0,575123.0,615.0,2440847.0,729154.0
2020-11-19,1302594.0,1227138.0,461195.0,644515.0,699714.0,22702.0,582544.0,615.0,2440847.0,730065.0
2020-11-20,1312674.0,1227138.0,463172.0,644515.0,699714.0,22702.0,582544.0,615.0,2484403.0,747530.0
2020-11-21,1337868.0,1230738.0,482295.0,647742.0,699714.0,22702.0,583061.0,626.0,2484403.0,747530.0
2020-11-22,1341822.0,1247746.0,482295.0,652803.0,699714.0,22702.0,584150.0,626.0,2518223.0,747530.0
2020-11-23,1351071.0,1258448.0,492696.0,652844.0,699714.0,22702.0,593686.0,627.0,2529566.0,755653.0
2020-11-24,1358936.0,1258448.0,492696.0,659197.0,699714.0,22702.0,603105.0,627.0,2529566.0,766514.0
2020-11-25,1360329.0,1267396.0,492696.0,675018.0,699714.0,22702.0,603105.0,627.0,2529566.0,766514.0
2020-11-26,1377810.0,1283595.0,506923.0,675018.0,699714.0,22702.0,607907.0,627.0,2553006.0,767635.0
2020-11-27,1382924.0,1290522.0,506923.0,679341.0,699714.0,22702.0,607907.0,636.0,2566647.0,767888.0
2020-11-28,1392167.0,1296794.0,512833.0,679341.0,699714.0,22702.0,617936.0,636.0,2594022.0,775998.0
2020-11-29,1392167.0,1319172.0,512833.0,690047.0,699714.0,22702.0,618893.0,636.0,2614734.0,784456.0
2020-11-30,1406136.0,1319172.0,512833.0,699015.0,699714.0,22702.0,618893.0,636.0,2614734.0,784456.0
2020-12-01,1409858.0,1319172.0,517145.0,699015.0,699714.0,22702.0,618893.0,644.0,2670459.0,789142.0
2020-12-02,1420086.0,1330061.0,517145.0,699426.0,699714.0,23241.0,632376.0,644.0,2670459.0,805844.0
2020-12-03,1436378.0,1347514.0,518132.0,707320.0,699714.0,23241.0,633305.0,644.0,2673286.0,807483.0
2020-12-04,1436378.0,1347514.0,524094.0,717333.0,699714.0,23241.0,633983.0,651.0,2703290.0,807483.0
2020-12-05,1458205.0,1373063.0,531879.0,717334.0,699714.0,23665.0,645679.0,651.0,2712040.0,820781.0
2020-12-06,1465105.0,1373063.0,536132.0,720517.0,699714.0,23665.0,645679.0,651.0,2728671.0,825388.0
2020-12-07,1483535.0,1389704.0,536132.0,720517.0,699714.0,23665.0,645679.0,657.0,2745067.0,825388.0
2020-12-08,1483535.0,1389704.0,539743.0,728123.0,699714.0,23665.0,645679.0,657.0,2789201.0,839163.0
2020-12-09,1483535.0,1389704.0,539743.0,733076.0,699714.0,23665.0,661334.0,657.0,2789201.0,839163.0
2020-12-10,1504029.0,1391552.0,547982.0,744390.0,699714.0,23665.0,661334.0,657.0,2807869.0,839163.0
2020-12-11,1504029.0,1410437.0,547982.0,744390.0,699714.0,23665.0,661334.0,657.0,2823962.0,857568.0
2020-12-12,1531690.0,1423200.0,547982.0,747806.0,699714.0,23665.0,663818.0,657.0,2823962.0,862207.0
2020-12-13,1542568.0,1436803.0,547982.0,747806.0,699714.0,23665.0,663818.0,667.0,2875559.0,862207.0
2020-12-14,1547290.0,1436803.0,551835.0,747806.0,699714.0,23665.0,667417.0,667.0,2900094.0,863578.0
2020-12-15,1547290.0,1449652.0,551835.0,767065.0,699714.0,23665.0,669473.0,670.0,2900094.0,869641.0
2020-12-16,1558228.0,1460363.0,556789.0,767065.0,699714.0,23665.0,676808.0,670.0,2902090.0,869641.0
2020-12-17,1558318.0,1462800.0,556789.0,770681.0,699714.0,23665.0,683365.0,670.0,2958878.0,869641.0
2020-12-18,1591497.0,1465389.0,571474.0,770681.0,699714.0,23665.0,693292.0,676.0,2985669.0,883265.0
2020-12-19,1591497.0,1470440.0,571474.0,777996.0,699714.0,23665.0,693292.0,676.0,2996099.0,883265.0
2020-12-20,1593793.0,1479373.0,574395.0,786972.0,699714.0,23665.0,705608.0,685.0,2996099.0,899927.0
2020-12-21,1603295.0,1514706.0,574395.0,786972.0,699714.0,23665.0,710068.0,685.0,3018769.0,899927.0
2020-12-22,1618617.0,1514706.0,574395.0,797582.0,699714.0,23665.0,710068.0,685.0,3040581.0,914344.0
2020-12-23,1621020.0,1528031.0,574395.0,798444.0,699714.0,23665.0,716866.0,685.0,3040581.0,914344.0
2020-12-24,1629124.0,1528031.0,580142.0,808011.0,699714.0,23665.0,716866.0,685.0,3064862.0,924864.0
2020-12-25,1656136.0,1532315.0,580142.0,810411.0,699714.0,23665.0,716866.0,685.0,3112422.0,924864.0
2020-12-26,1656136.0,1551117.0,589404.0,810411.0,699714.0,23665.0,720036.0,692.0,3112422.0,930213.0
2020-12-27,1661109.0,1551517.0,589404.0,820525.0,699714.0,23665.0,721613.0,692.0,3151338.0,930213.0
2020-12-28,1692887.0,1572214.0,589404.0,820525.0,699714.0,23665.0,727668.0,692.0,3151338.0,943941.0
2020-12-29,1692887.0,1572214.0,614524.0,830721.0,699714.0,23665.0,731186.0,692.0,3166238.0,953885.0
2020-12-30,1692887.0,1586110.0,614524.0,830721.0,699714.0,23665.0,740704.0,693.0,3190374.0,953885.0
2020-12-31,1703923.0,1593556.0,614524.0,843175.0,699714.0,23665.0,740704.0,704.0,3194500.0,953885.0
2021-01-01,1714360.0,1610464.0,616887.0,843175.0,699714.0,23665.0,754271.0,704.0,3209429.0,955691.0
2021-01-02,1717120.0,1623037.0,616887.0,844441.0,699714.0,23665.0,756608.0,704.0,3251609.0,975528.0
2021-01-03,1750557.0,1623037.0,623530.0,844441.0,699714.0,23665.0,757211.0,704.0,3290119.0,975528.0
2021-01-04,1762134.0,1642539.0,623530.0,846436.0,699714.0,23665.0,757211.0,709.0,3290119.0,975528.0
2021-01-05,1762134.0,1644129.0,623530.0,850814.0,699714.0,25152.0,768720.0,714.0,3299447.0,981429.0
2021-01-06,1762453.0,1664115.0,623530.0,867369.0,699714.0,25152.0,768720.0,714.0,3320602.0,990883.0
2021-01-07,1796457.0,1664833.0,641391.0,872398.0,699714.0,25152.0,768720.0,714.0,3320602.0,1005117.0
2021-01-08,1799779.0,1674517.0,647652.0,872398.0,699714.0,25152.0,777445.0,719.0,3378726.0,1005117.0
2021-01-09,1799779.0,1674517.0,647652.0,872398.0,699714.0,25152.0,787768.0,719.0,3378726.0,1007560.0
2021-01-10,1816828.0,1699615.0,647652.0,875349.0,699714.0,25152.0,787768.0,719.0,3392459.0,1007560.0
2021-01-11,1821748.0,1712259.0,647652.0,879451.0,699714.0,25152.0,799033.0,719.0,3427393.0,1023221.0
2021-01-12,1843835.0,1719377.0,647905.0,896458.0,699714.0,25152.0,799033.0,730.0,3427393.0,1025967.0
2021-01-13,1843835.0,1719377.0,647905.0,898907.0,699714.0,25152.0,800156.0,730.0,3442667.0,1025967.0
2021-01-14,1870589.0,1734860.0,664002.0,904581.0,699714.0,25152.0,809640.0,730.0,3502737.0,1027607.0
2021-01-15,1870589.0,1734860.0,672360.0,904581.0,699714.0,25152.0,809640.0,730.0,3502737.0,1047469.0
2021-01-16,1881405.0,1762702.0,672360.0,909442.0,699714.0,25152.0,811998.0,730.0,3536799.0,1047469.0
2021-01-17,1881523.0,1768333.0,672360.0,924964.0,699714.0,25152.0,815245.0,730.0,3536799.0,1047469.0
2021-01-18,1904890.0,1768333.0,674002.0,924964.0,699714.0,25265.0,816045.0,730.0,3592752.0,1047469.0
2021-01-19,1904890.0,1768333.0,684595.0,932747.0,699714.0,25265.0,831870.0,741.0,3592752.0,1051520.0
2021-01-20,1921688.0,1797960.0,684595.0,932747.0,699714.0,25265.0,831870.0,741.0,3592752.0,1062158.0
2021-01-21,1930590.0,1799113.0,684595.0,942916.0,699714.0,25265.0,831870.0,741.0,3626929.0,1067355.0
2021-01-22,1943877.0,1806672.0,684595.0,942916.0,699714.0,25265.0,838206.0,741.0,3626929.0,1075875.0
2021-01-23,1957499.0,1828073.0,695362.0,942990.0,699714.0,25806.0,846782.0,741.0,3685303.0,1096654.0
2021-01-24,1965541.0,1837502.0,695362.0,950244.0,699714.0,25806.0,848178.0,747.0,3685503.0,1096654.0
2021-01-25,1977543.0,1837502.0,701487.0,965373.0,699714.0,25806.0,854237.0,747.0,3710875.0,1104904.0
2021-01-26,1977543.0,1841342.0,702978.0,967391.0,699714.0,25806.0,860399.0,751.0,3740652.0,1106127.0
2021-01-27,2013363.0,1860562.0,702978.0,967391.0,699714.0,25806.0,865687.0,751.0,3740652.0,1116308.0
2021-01-28,2022165.0,1860562.0,708925.0,978888.0,699714.0,25806.0,875051.0,751.0,3754548.0,1118283.0
2021-01-29,2025687.0,1867073.0,708925.0,978888.0,699714.0,25806.0,875051.0,756.0,3778145.0,1127003.0
2021-01-30,2042131.0,1903355.0,710267.0,989543.0,699714.0,25806.0,881961.0,756.0,3793295.0,1127003.0
2021-01-31,2056169.0,1904716.0,716281.0,992235.0,699714.0,25806.0,881961.0,756.0,3826355.0,1139621.0
2021-02-01,2063271.0,1911278.0,716281.0,1002995.0,699714.0,25806.0,892884.0,756.0,3847306.0,1144143.0
2021-02-02,2063271.0,1933724.0,716281.0,1002995.0,699714.0,25806.0,892884.0,769.0,3892690.0,1144143.0
2021-02-03,2072601.0,1933724.0,741301.0,1005204.0,699714.0,25806.0,892884.0,769.0,3898103.0,1158204.0
2021-02-04,2102223.0,1933724.0,744333.0,1005740.0,699714.0,25806.0,902729.0,769.0,3915989.0,1158204.0
2021-02-05,2104832.0,1942587.0,744333.0,1018823.0,699714.0,25806.0,906522.0,769.0,3915989.0,1169843.0
2021-02-06,2104832.0,1960828.0,748843.0,1029220.0,699714.0,25806.0,914748.0,769.0,3946746.0,1169843.0
2021-02-07,2127356.0,1978349.0,758107.0,1029220.0,699714.0,25806.0,917789.0,779.0,3985990.0,1170616.0
2021-02-08,2140477.0,1993735.0,758107.0,1029220.0,699714.0,25806.0,921169.0,779.0,4034159.0,1189475.0
2021-02-09,2156016.0,1993735.0,759513.0,1037872.0,699714.0,26035.0,921169.0,787.0,4034159.0,1189475.0
2021-02-10,2159133.0,1997770.0,759513.0,1043282.0,699714.0,26035.0,932020.0,787.0,4053486.0,1200460.0
2021-02-11,2182432.0,2014520.0,759513.0,1056633.0,699714.0,26471.0,939466.0,787.0,4077779.0,1200460.0
2021-02-12,2182432.0,2035265.0,759513.0,1058762.0,699714.0,26471.0,939466.0,787.0,4109839.0,1204856.0
2021-02-13,2187707.0,2047162.0,759513.0,1060592.0,699714.0,26471.0,947197.0,787.0,4122462.0,1222443.0
2021-02-14,2191206.0,2055972.0,770772.0,1067432.0,699714.0,26471.0,949153.0,789.0,4127077.0,1229715.0
2021-02-15,2207614.0,2067635.0,770772.0,1072241.0,699714.0,26471.0,949153.0,795.0,4160190.0,1235741.0
2021-02-16,2221855.0,2083333.0,773384.0,1073641.0,699714.0,26471.0,961132.0,795.0,4193308.0,1235741.0
2021-02-17,2232725.0,2085395.0,786864.0,1088097.0,699714.0,27067.0,962247.0,795.0,4220423.0,1238919.0
2021-02-18,2262168.0,2102560.0,792617.0,1088097.0,699714.0,27067.0,962247.0,795.0,4221966.0,1239140.0
2021-02-19,2265901.0,2110967.0,792617.0,1089018.0,699714.0,27067.0,969940.0,795.0,4256918.0,1251010.0
2021-02-20,2282044.0,2122872.0,803372.0,1101649.0,699714.0,27067.0,969940.0,795.0,4256918.0,1253917.0
2021-02-21,2292451.0,2132429.0,803372.0,1102867.0,699714.0,27067.0,974528.0,804.0,4290459.0,1272148.0
2021-02-22,2303179.0,2132429.0,803372.0,1110958.0,699714.0,27067.0,984955.0,804.0,4310530.0,1272148.0
2021-02-23,2316769.0,2139400.0,803372.0,1110958.0,699714.0,27067.0,993005.0,812.0,4340838.0,1277746.0
2021-02-24,2316769.0,2165875.0,824401.0,1120199.0,699714.0,27067.0,994779.0,812.0,4395251.0,1277746.0
2021-02-25,2339707.0,2174165.0,824401.0,1129972.0,699714.0,27067.0,998827.0,812.0,4399900.0,1278696.0
2021-02-26,2348084.0,2183476.0,824401.0,1136795.0,699714.0,27067.0,1008046.0,816.0,4399900.0,1300954.0
2021-02-27,2348084.0,2186631.0,825646.0,1141224.0,699714.0,27067.0,1008046.0,816.0,4452338.0,1300954.0
2021-02-28,2380838.0,2201709.0,825646.0,1144093.0,699714.0,27067.0,1011625.0,816.0,4452338.0,1304914.0
2021-03-01,2386997.0,2206616.0,831780.0,1154601.0,699714.0,27265.0,1013468.0,823.0,4456172.0,1304914.0
2021-03-02,2408978.0,2223405.0,831780.0,1156932.0,699714.0,27265.0,1031914.0,823.0,4514302.0,1316783.0
2021-03-03,2408978.0,2231535.0,831780.0,1167525.0,699714.0,27265.0,1031914.0,823.0,4546531.0,1325234.0
2021-03-04,2410285.0,2256842.0,855497.0,1167525.0,699714.0,27265.0,1042449.0,828.0,4570904.0,1331308.0
2021-03-05,2428212.0,2271767.0,855497.0,1176174.0,699714.0,27265.0,1042449.0,835.0,4570904.0,1341613.0
2021-03-06,2458091.0,2271767.0,855497.0,1176174.0,699714.0,27265.0,1048425.0,835.0,4578541.0,1345499.0
2021-03-07,2458091.0,2271767.0,864384.0,1185514.0,699714.0,27265.0,1048425.0,835.0,4622007.0,1356389.0
2021-03-08,2460095.0,2291682.0,864384.0,1191988.0,699714.0,27265.0,1054058.0,838.0,4622007.0,1364743.0
2021-03-09,2490089.0,2317197.0,864384.0,1198630.0,699714.0,27265.0,1054058.0,838.0,4642720.0,1365249.0
2021-03-10,2492594.0,2317197.0,877411.0,1198630.0,699714.0,28594.0,1066199.0,838.0,4694743.0,1365249.0
2021-03-11,2494976.0,2339668.0,884914.0,1198630.0,699714.0,28594.0,1074240.0,846.0,4743203.0,1386751.0
2021-03-12,2527273.0,2341587.0,884914.0,1206932.0,699714.0,28594.0,1074240.0,849.0,4746978.0,1392673.0
2021-03-13,2544960.0,2341587.0,884914.0,1210622.0,699714.0,28594.0,1075036.0,849.0,4791359.0,1392673.0
2021-03-14,2544960.0,2347293.0,884914.0,1220256.0,699714.0,28594.0,1084425.0,849.0,4791359.0,1398158.0
2021-03-15,2569926.0,2368780.0,884914.0,1237745.0,699714.0,28594.0,1085763.0,849.0,4817167.0,1398158.0
2021-03-16,2573600.0,2392733.0,884914.0,1237745.0,699714.0,28594.0,1091422.0,856.0,4834563.0,1418844.0
2021-03-17,2581767.0,2392733.0,890794.0,1247399.0,699714.0,28594.0,1093142.0,856.0,4849397.0,1424060.0
2021-03-18,2585450.0,2416248.0,901997.0,1254522.0,699714.0,28594.0,1113718.0,856.0,4890540.0,1432975.0
2021-03-19,2615589.0,2416248.0,901997.0,1255030.0,699714.0,28594.0,1115150.0,856.0,4922834.0,1439333.0
2021-03-20,2626677.0,2417440.0,901997.0,1260311.0,699714.0,28594.0,1115150.0,856.0,4922834.0,1447947.0
2021-03-21,2640150.0,2448099.0,912870.0,1271834.0,699714.0,28594.0,1124272.0,856.0,4967125.0,1447947.0
2021-03-22,2645603.0,2455490.0,921056.0,1271834.0,699714.0,28594.0,1124272.0,856.0,4977612.0,1447947.0
2021-03-23,2672019.0,2480586.0,921056.0,1273120.0,699714.0,28594.0,1124272.0,870.0,5032771.0,1461974.0
2021-03-24,2686840.0,2485373.0,929270.0,1280465.0,699714.0,28594.0,1140759.0,870.0,5042259.0,1461974.0
2021-03-25,2694675.0,2485870.0,941869.0,1283405.0,699714.0,28594.0,1140759.0,875.0,5042259.0,1468871.0
2021-03-26,2701201.0,2513929.0,949715.0,1300540.0,699714.0,28594.0,1154398.0,875.0,5067523.0,1469928.0
2021-03-27,2717006.0,2520423.0,949715.0,1300540.0,699714.0,28594.0,1154398.0,875.0,5088344.0,1486968.0
2021-03-28,2738699.0,2535948.0,949715.0,1312553.0,699714.0,28594.0,1154398.0,881.0,5156415.0,1496526.0
2021-03-29,2751787.0,2535948.0,949715.0,1312553.0,699714.0,28594.0,1163342.0,881.0,5183741.0,1506837.0
2021-03-30,2751787.0,2542620.0,949715.0,1320759.0,699714.0,28594.0,1174965.0,881.0,5207241.0,1518627.0
2021-03-31,2755568.0,2557738.0,956654.0,1332245.0,699714.0,28594.0,1177667.0,881.0,5232069.0,1526199.0
2021-04-01,2788502.0,2561337.0,956654.0,1332245.0,699714.0,28594.0,1177667.0,884.0,5232069.0,1526548.0
2021-04-02,2801836.0,2582004.0,968000.0,1332245.0,699714.0,28594.0,1180487.0,891.0,5251799.0,1526548.0
2021-04-03,2801836.0,2597766.0,968000.0,1342035.0,699714.0,28594.0,1198447.0,891.0,5288343.0,1541482.0
2021-04-04,2829970.0,2613200.0,968000.0,1342035.0,699714.0,29419.0,1198447.0,891.0,5288343.0,1542377.0
2021-04-05,2829970.0,2613200.0,989076.0,1356150.0,699714.0,29419.0,1208462.0,891.0,5349713.0,1548717.0
2021-04-06,2859524.0,2630437.0,989076.0,1360224.0,699714.0,29419.0,1213548.0,893.0,5352618.0,1560673.0
2021-04-07,2868904.0,2634750.0,989076.0,1362825.0,699714.0,29419.0,1213548.0,893.0,5379348.0,1571976.0
2021-04-08,2868904.0,2658632.0,989076.0,1380994.0,699714.0,29650.0,1215522.0,893.0,5422052.0,1571976.0
2021-04-09,2892177.0,2660151.0,989076.0,1380994.0,699714.0,29650.0,1216400.0,893.0,5422052.0,1578508.0
2021-04-10,2892177.0,2692773.0,1006180.0,1390604.0,699714.0,29650.0,1223667.0,905.0,5465799.0,1585349.0
2021-04-11,2912533.0,2692773.0,1006180.0,1399129.0,699714.0,29650.0,1241203.0,905.0,5490518.0,1585349.0
2021-04-12,2932705.0,2720522.0,1016069.0,1399129.0,699714.0,29650.0,1241203.0,905.0,5514506.0,1588515.0
2021-04-13,2940846.0,2720522.0,1016069.0,1401784.0,699714.0,29650.0,1241203.0,908.0,5514506.0,1599768.0
2021-04-14,2956162.0,2720522.0,1025773.0,1417274.0,699714.0,29650.0,1241203.0,908.0,5544472.0,1624040.0
2021-04-15,2967181.0,2747252.0,1030891.0,1417274.0,699714.0,29650.0,1259548.0,908.0,5592256.0,1624040.0
2021-04-16,2987697.0,2765858.0,3000186.0,1420020.0,699714.0,29650.0,1262975.0,908.0,5613728.0,1624040.0
2021-04-17,3000667.0,2769016.0,3024154.0,1429719.0,699714.0,29650.0,1262975.0,908.0,5653231.0,1637163.0
2021-04-18,3021325.0,2782853.0,3034007.0,1438299.0,699714.0,29650.0,1276074.0,908.0,5679292.0,1652933.0
2021-04-19,3029665.0,2785636.0,3034007.0,1444065.0,699714.0,29650.0,1276074.0,908.0,5699168.0,1652933.0
2021-04-20,3036011.0,2795994.0,3069951.0,1444909.0,699714.0,29650.0,1282280.0,917.0,5710186.0,1663317.0
2021-04-21,3046397.0,2808324.0,3069951.0,1450363.0,699714.0,29650.0,1291421.0,922.0,5746890.0,1663317.0
2021-04-22,3060307.0,2847050.0,3069951.0,1456942.0,699714.0,29650.0,1300441.0,922.0,5754104.0,1664040.0
2021-04-23,3088486.0,2847050.0,3090393.0,1459135.0,699714.0,29650.0,1300441.0,922.0,5824372.0,1681602.0
2021-04-24,3092200.0,2855191.0,3125031.0,1474707.0,699714.0,29650.0,1300441.0,922.0,5854018.0,1691284.0
2021-04-25,3120979.0,2861121.0,3125031.0,1474707.0,699714.0,29650.0,1313305.0,934.0,5854018.0,1691284.0
2021-04-26,3120979.0,2874337.0,3155098.0,1489381.0,699714.0,29650.0,1313305.0,934.0,5887623.0,1708192.0
2021-04-27,3131210.0,2891316.0,3155098.0,1489381.0,699714.0,29650.0,1315490.0,934.0,5899767.0,1708192.0
2021-04-28,3144388.0,2921095.0,3155304.0,1502420.0,699714.0,29650.0,1323346.0,934.0,5958909.0,1708543.0
2021-04-29,3148104.0,2921182.0,3171578.0,1509579.0,699714.0,29650.0,1338398.0,934.0,5958909.0,1712334.0
2021-04-30,3189417.0,2924479.0,3180874.0,1514930.0,699714.0,29650.0,1338398.0,934.0,5971709.0,1739378.0
2021-05-01,3198704.0,2952423.0,3218520.0,1522342.0,699714.0,29650.0,1348618.0,934.0,5993632.0,1739378.0
2021-05-02,3198704.0,2973937.0,3226620.0,1528669.0,699714.0,29650.0,1353081.0,934.0,6028091.0,1755089.0
2021-05-03,3225445.0,2973937.0,3255626.0,1528669.0,699714.0,29650.0,1353081.0,934.0,6093107.0,1763967.0
2021-05-04,3231839.0,2989478.0,3257717.0,1530657.0,699714.0,29650.0,1364514.0,947.0,6093904.0,1763967.0
2021-05-05,3252762.0,2990121.0,3267013.0,1543137.0,699714.0,31347.0,1364514.0,954.0,6145949.0,1778153.0
2021-05-06,3254274.0,3010669.0,3286445.0,1552141.0,701612.0,31347.0,1374801.0,959.0,6160684.0,1778153.0
2021-05-07,3262682.0,3029570.0,3286717.0,1554773.0,707223.0,31347.0,1382973.0,959.0,6200888.0,1788673.0
2021-05-08,3295378.0,3046640.0,3325601.0,1568714.0,712704.0,31347.0,1389246.0,959.0,6200888.0,1791669.0
2021-05-09,3318271.0,3058444.0,3342585.0,1571060.0,717728.0,31347.0,1397392.0,959.0,6225470.0,1791669.0
2021-05-10,3331194.0,3066648.0,3342585.0,1586109.0,721646.0,31347.0,1397392.0,959.0,6254622.0,1802414.0
2021-05-11,3335025.0,3066683.0,3357337.0,1592409.0,722269.0,31347.0,1398922.0,959.0,6283616.0,1803748.0
2021-05-12,3348383.0,3079222.0,3385385.0,1594799.0,724400.0,31347.0,1415141.0,970.0,6337005.0,1808297.0
2021-05-13,3351360.0,3107776.0,3398452.0,1607292.0,738308.0,31347.0,1416907.0,970.0,6337005.0,1819404.0
